Date,Close
2026-01-16,34910.0
2026-01-19,34485.0
2026-01-20,34624.0
2026-01-21,35943.0
2026-01-22,36474.0
2026-01-23,37230.0
2026-01-26,36825.0
2026-01-27,37234.0
2026-01-28,37679.0
2026-01-29,39285.0
2026-01-30,39534.0
2026-02-02,35966.0
2026-02-03,34543.0
2026-02-04,36842.0
2026-02-05,36967.0
2026-02-06,36023.0
2026-02-09,37122.0
2026-02-10,37881.0
2026-02-12,37228.0
2026-02-13,35880.0
