Date,Close
2026-01-09,10069.0
2026-01-13,10071.0
2026-01-14,10096.0
2026-01-15,10001.0
2026-01-16,10064.0
2026-01-19,9912.0
2026-01-20,9874.0
2026-01-21,9752.0
2026-01-22,9650.0
2026-01-23,9749.0
2026-01-26,9383.0
2026-01-27,9376.0
2026-01-28,9353.0
2026-01-29,9373.0
2026-01-30,9428.0
2026-02-02,9286.0
2026-02-03,9458.0
2026-02-04,9896.0
2026-02-05,9932.0
2026-02-06,9894.0
