Date,Close
2026-01-23,34357.0
2026-01-26,33638.0
2026-01-27,33654.0
2026-01-28,33524.0
2026-01-29,33687.0
2026-01-30,33732.0
2026-02-02,33822.0
2026-02-03,34033.0
2026-02-04,34047.0
2026-02-05,34085.0
2026-02-06,33680.0
2026-02-09,34263.0
2026-02-10,34429.0
2026-02-12,33857.0
2026-02-13,33366.0
2026-02-16,33370.0
2026-02-17,33407.0
2026-02-18,33458.0
2026-02-19,33964.0
2026-02-20,33956.0
