Date,Close
2026-01-26,31858.0
2026-01-27,32128.0
2026-01-28,32147.0
2026-01-29,32153.0
2026-01-30,32124.0
2026-02-02,31721.0
2026-02-03,32962.0
2026-02-04,32708.0
2026-02-05,32421.0
2026-02-06,32682.0
2026-02-09,33946.0
2026-02-10,34725.0
2026-02-12,34717.0
2026-02-13,34299.0
2026-02-16,34217.0
2026-02-17,34071.0
2026-02-18,34419.0
2026-02-19,34614.0
2026-02-20,34227.0
2026-02-24,34524.0
